"","timeslot","colony","treatment","similarity","target_color","target_concentration","companion_color","companion_concentration","species","total_visitation","flowertype","number_individuals","relative_target_visitation","date","start_time_of_experiment","temp_at_start_of_experiment","comments","id","attractiveness","condition","patch1","hex_distance"
"888",6,"4","7","Dissimilar","orange",10,"dark_blue","20","stingless",13,"target",8,0.615384615384615,"2025-02-07","10:34",26,"","4_7","low","low_Dissimilar","orange",0.47282496
"889",5,"4","7","Dissimilar","orange",10,"dark_blue","20","stingless",15,"target",8,0.533333333333333,"2025-02-07","10:03",26,"","4_7","low","low_Dissimilar","orange",0.47282496
"890",4,"4","7","Dissimilar","orange",10,"dark_blue","20","stingless",20,"target",8,0.4,"2025-02-07","10:03",26,"","4_7","low","low_Dissimilar","orange",0.47282496
"891",3,"4","7","Dissimilar","orange",10,"dark_blue","20","stingless",11,"target",7,0.636363636363636,"2025-02-07","10:03",26,"","4_7","low","low_Dissimilar","orange",0.47282496
"892",2,"4","7","Dissimilar","orange",10,"dark_blue","20","stingless",7,"target",3,0.428571428571429,"2025-02-07","10:03",26,"","4_7","low","low_Dissimilar","orange",0.47282496
"893",1,"4","7","Dissimilar","orange",10,"dark_blue","20","stingless",9,"target",3,0.333333333333333,"2025-02-07","10:03",26,"","4_7","low","low_Dissimilar","orange",0.47282496
"894",9,"7","9","Similar","orange",10,"yellow","20","stingless",31,"target",11,0.354838709677419,"2025-02-07","10:00",26,"","7_9","low","low_Similar","orange",0.1086285
"895",8,"7","9","Similar","orange",10,"yellow","20","stingless",16,"target",4,0.25,"2025-02-07","10:00",26,"","7_9","low","low_Similar","orange",0.1086285
"896",7,"7","9","Similar","orange",10,"yellow","20","stingless",22,"target",6,0.272727272727273,"2025-02-07","10:00",26,"","7_9","low","low_Similar","orange",0.1086285
"897",6,"7","9","Similar","orange",10,"yellow","20","stingless",35,"target",11,0.314285714285714,"2025-02-07","10:00",26,"","7_9","low","low_Similar","orange",0.1086285
"898",5,"7","9","Similar","orange",10,"yellow","20","stingless",28,"target",9,0.321428571428571,"2025-02-07","10:00",26,"","7_9","low","low_Similar","orange",0.1086285
"899",4,"7","9","Similar","orange",10,"yellow","20","stingless",23,"target",7,0.304347826086957,"2025-02-07","10:00",26,"","7_9","low","low_Similar","orange",0.1086285
"900",3,"7","9","Similar","orange",10,"yellow","20","stingless",19,"target",7,0.368421052631579,"2025-02-07","10:00",26,"","7_9","low","low_Similar","orange",0.1086285
"901",2,"7","9","Similar","orange",10,"yellow","20","stingless",12,"target",6,0.5,"2025-02-07","10:00",26,"","7_9","low","low_Similar","orange",0.1086285
"902",1,"7","9","Similar","orange",10,"yellow","20","stingless",6,"target",3,0.5,"2025-02-07","10:00",26,"","7_9","low","low_Similar","orange",0.1086285
"903",12,"3","3","Similar","orange",10,"yellow","40","stingless",15,"target",2,0.133333333333333,"2025-02-03","10:20",26,"","3_3","high","high_Similar","orange",0.1086285
"904",11,"3","3","Similar","orange",10,"yellow","40","stingless",16,"target",2,0.125,"2025-02-03","10:20",26,"","3_3","high","high_Similar","orange",0.1086285
"905",10,"3","3","Similar","orange",10,"yellow","40","stingless",15,"target",2,0.133333333333333,"2025-02-03","10:20",26,"","3_3","high","high_Similar","orange",0.1086285
"906",9,"3","3","Similar","orange",10,"yellow","40","stingless",13,"target",4,0.307692307692308,"2025-02-03","10:20",26,"","3_3","high","high_Similar","orange",0.1086285
"907",8,"3","3","Similar","orange",10,"yellow","40","stingless",8,"target",2,0.25,"2025-02-03","10:20",26,"","3_3","high","high_Similar","orange",0.1086285
