"","timeslot","colony","treatment","similarity","target_color","target_concentration","companion_color","companion_concentration","species","total_visitation","flowertype","number_individuals","relative_target_visitation","date","start_time_of_experiment","temp_at_start_of_experiment","comments","id","attractiveness"
"205",9,"10","3","Similar","orange",10,"yellow","40","stingless",9,"target",3,0.333333333333333,"2025-02-26","12:17",26,"","10_3","high"
"206",9,"10","3","Similar","orange",10,"yellow","40","honeybee",9,"target",0,0.333333333333333,"2025-02-26","12:17",26,"","10_3","high"
"207",9,"10","3","Similar","orange",10,"yellow","40","stingless",9,"companion",6,0.333333333333333,"2025-02-26","12:17",26,"","10_3","high"
"208",9,"10","3","Similar","orange",10,"yellow","40","honeybee",9,"companion",0,0.333333333333333,"2025-02-26","12:17",26,"","10_3","high"
"209",8,"10","3","Similar","orange",10,"yellow","40","stingless",6,"target",1,0.166666666666667,"2025-02-26","12:17",26,"","10_3","high"
"210",8,"10","3","Similar","orange",10,"yellow","40","honeybee",6,"target",0,0.166666666666667,"2025-02-26","12:17",26,"","10_3","high"
"211",8,"10","3","Similar","orange",10,"yellow","40","stingless",6,"companion",5,0.166666666666667,"2025-02-26","12:17",26,"","10_3","high"
"212",8,"10","3","Similar","orange",10,"yellow","40","honeybee",6,"companion",0,0.166666666666667,"2025-02-26","12:17",26,"","10_3","high"
"213",8,"13","5","control","orange",10,"orange","10","stingless",1,"target",0,1,"2025-02-26","12:17",26,"","13_5","control"
"214",8,"13","5","control","orange",10,"orange","10","honeybee",1,"target",0,1,"2025-02-26","12:17",26,"","13_5","control"
"215",8,"13","5","control","orange",10,"orange","10","stingless",1,"companion",0,1,"2025-02-26","12:17",26,"","13_5","control"
"216",8,"13","5","control","orange",10,"orange","10","honeybee",1,"companion",0,1,"2025-02-26","12:17",26,"","13_5","control"
"217",7,"13","5","control","orange",10,"orange","10","stingless",2,"target",1,1,"2025-02-26","12:17",26,"","13_5","control"
"218",7,"13","5","control","orange",10,"orange","10","honeybee",2,"target",0,1,"2025-02-26","12:17",26,"","13_5","control"
"219",7,"13","5","control","orange",10,"orange","10","stingless",2,"companion",0,1,"2025-02-26","12:17",26,"","13_5","control"
"220",7,"13","5","control","orange",10,"orange","10","honeybee",2,"companion",0,1,"2025-02-26","12:17",26,"","13_5","control"
"221",6,"11","3","Similar","orange",10,"yellow","40","stingless",4,"target",2,0.5,"2025-02-26","12:22",26,"","11_3","high"
"222",6,"11","3","Similar","orange",10,"yellow","40","honeybee",4,"target",0,0.5,"2025-02-26","12:22",26,"","11_3","high"
"223",6,"11","3","Similar","orange",10,"yellow","40","stingless",4,"companion",2,0.5,"2025-02-26","12:22",26,"","11_3","high"
"224",6,"11","3","Similar","orange",10,"yellow","40","honeybee",4,"companion",0,0.5,"2025-02-26","12:22",26,"","11_3","high"
"225",5,"11","3","Similar","orange",10,"yellow","40","stingless",4,"target",1,0.25,"2025-02-26","12:22",26,"","11_3","high"
"226",5,"11","3","Similar","orange",10,"yellow","40","honeybee",4,"target",0,0.25,"2025-02-26","12:22",26,"","11_3","high"
"227",5,"11","3","Similar","orange",10,"yellow","40","stingless",4,"companion",3,0.25,"2025-02-26","12:22",26,"","11_3","high"
"228",5,"11","3","Similar","orange",10,"yellow","40","honeybee",4,"companion",0,0.25,"2025-02-26","12:22",26,"","11_3","high"
"229",4,"11","3","Similar","orange",10,"yellow","40","stingless",4,"target",0,0,"2025-02-26","12:22",26,"","11_3","high"
"230",4,"11","3","Similar","orange",10,"yellow","40","honeybee",4,"target",0,0,"2025-02-26","12:22",26,"","11_3","high"
"231",4,"11","3","Similar","orange",10,"yellow","40","stingless",4,"companion",4,0,"2025-02-26","12:22",26,"","11_3","high"
"232",4,"11","3","Similar","orange",10,"yellow","40","honeybee",4,"companion",0,0,"2025-02-26","12:22",26,"","11_3","high"
"233",7,"10","3","Similar","orange",10,"yellow","40","stingless",7,"target",1,0.142857142857143,"2025-02-26","12:17",26,"","10_3","high"
"234",7,"10","3","Similar","orange",10,"yellow","40","honeybee",7,"target",0,0.142857142857143,"2025-02-26","12:17",26,"","10_3","high"
"235",7,"10","3","Similar","orange",10,"yellow","40","stingless",7,"companion",6,0.142857142857143,"2025-02-26","12:17",26,"","10_3","high"
"236",7,"10","3","Similar","orange",10,"yellow","40","honeybee",7,"companion",0,0.142857142857143,"2025-02-26","12:17",26,"","10_3","high"
"237",3,"11","3","Similar","orange",10,"yellow","40","stingless",6,"target",1,0.166666666666667,"2025-02-26","12:22",26,"","11_3","high"
"238",3,"11","3","Similar","orange",10,"yellow","40","honeybee",6,"target",0,0.166666666666667,"2025-02-26","12:22",26,"","11_3","high"
"239",3,"11","3","Similar","orange",10,"yellow","40","stingless",6,"companion",5,0.166666666666667,"2025-02-26","12:22",26,"","11_3","high"
"240",3,"11","3","Similar","orange",10,"yellow","40","honeybee",6,"companion",0,0.166666666666667,"2025-02-26","12:22",26,"","11_3","high"
"241",12,"9","4","Similar","orange",10,"red","20","stingless",25,"target",13,0.52,"2025-02-26","09:55",23,"","9_4","low"
"242",12,"9","4","Similar","orange",10,"red","20","honeybee",25,"target",0,0.52,"2025-02-26","09:55",23,"","9_4","low"
"243",12,"9","4","Similar","orange",10,"red","20","stingless",25,"companion",12,0.52,"2025-02-26","09:55",23,"","9_4","low"
"244",12,"9","4","Similar","orange",10,"red","20","honeybee",25,"companion",0,0.52,"2025-02-26","09:55",23,"","9_4","low"
"245",6,"13","5","control","orange",10,"orange","10","stingless",4,"target",2,1,"2025-02-26","12:17",26,"","13_5","control"
"246",6,"13","5","control","orange",10,"orange","10","honeybee",4,"target",0,1,"2025-02-26","12:17",26,"","13_5","control"
"247",6,"13","5","control","orange",10,"orange","10","stingless",4,"companion",0,1,"2025-02-26","12:17",26,"","13_5","control"
"248",6,"13","5","control","orange",10,"orange","10","honeybee",4,"companion",0,1,"2025-02-26","12:17",26,"","13_5","control"
"249",2,"11","3","Similar","orange",10,"yellow","40","stingless",1,"target",0,0,"2025-02-26","12:22",26,"","11_3","high"
"250",2,"11","3","Similar","orange",10,"yellow","40","honeybee",1,"target",0,0,"2025-02-26","12:22",26,"","11_3","high"
"251",2,"11","3","Similar","orange",10,"yellow","40","stingless",1,"companion",1,0,"2025-02-26","12:22",26,"","11_3","high"
"252",2,"11","3","Similar","orange",10,"yellow","40","honeybee",1,"companion",0,0,"2025-02-26","12:22",26,"","11_3","high"
"253",5,"13","5","control","orange",10,"orange","10","stingless",3,"target",2,1,"2025-02-26","12:17",26,"","13_5","control"
"254",5,"13","5","control","orange",10,"orange","10","honeybee",3,"target",0,1,"2025-02-26","12:17",26,"","13_5","control"
"255",5,"13","5","control","orange",10,"orange","10","stingless",3,"companion",0,1,"2025-02-26","12:17",26,"","13_5","control"
"256",5,"13","5","control","orange",10,"orange","10","honeybee",3,"companion",0,1,"2025-02-26","12:17",26,"","13_5","control"
"257",1,"11","3","Similar","orange",10,"yellow","40","stingless",0,"target",0,NA,"2025-02-26","12:22",26,"","11_3","high"
"258",1,"11","3","Similar","orange",10,"yellow","40","honeybee",0,"target",0,NA,"2025-02-26","12:22",26,"","11_3","high"
"259",1,"11","3","Similar","orange",10,"yellow","40","stingless",0,"companion",0,NA,"2025-02-26","12:22",26,"","11_3","high"
"260",1,"11","3","Similar","orange",10,"yellow","40","honeybee",0,"companion",0,NA,"2025-02-26","12:22",26,"","11_3","high"
"261",4,"13","5","control","orange",10,"orange","10","stingless",2,"target",1,1,"2025-02-26","12:17",26,"","13_5","control"
"262",4,"13","5","control","orange",10,"orange","10","honeybee",2,"target",0,1,"2025-02-26","12:17",26,"","13_5","control"
"263",4,"13","5","control","orange",10,"orange","10","stingless",2,"companion",0,1,"2025-02-26","12:17",26,"","13_5","control"
"264",4,"13","5","control","orange",10,"orange","10","honeybee",2,"companion",0,1,"2025-02-26","12:17",26,"","13_5","control"
"265",3,"13","5","control","orange",10,"orange","10","stingless",2,"target",1,1,"2025-02-26","12:17",26,"","13_5","control"
"266",3,"13","5","control","orange",10,"orange","10","honeybee",2,"target",0,1,"2025-02-26","12:17",26,"","13_5","control"
"267",3,"13","5","control","orange",10,"orange","10","stingless",2,"companion",0,1,"2025-02-26","12:17",26,"","13_5","control"
"268",3,"13","5","control","orange",10,"orange","10","honeybee",2,"companion",0,1,"2025-02-26","12:17",26,"","13_5","control"
"269",2,"13","5","control","orange",10,"orange","10","stingless",2,"target",1,1,"2025-02-26","12:17",26,"","13_5","control"
"270",2,"13","5","control","orange",10,"orange","10","honeybee",2,"target",0,1,"2025-02-26","12:17",26,"","13_5","control"
"271",2,"13","5","control","orange",10,"orange","10","stingless",2,"companion",0,1,"2025-02-26","12:17",26,"","13_5","control"
"272",2,"13","5","control","orange",10,"orange","10","honeybee",2,"companion",0,1,"2025-02-26","12:17",26,"","13_5","control"
"273",1,"13","5","control","orange",10,"orange","10","stingless",1,"target",0,1,"2025-02-26","12:17",26,"","13_5","control"
"274",1,"13","5","control","orange",10,"orange","10","honeybee",1,"target",0,1,"2025-02-26","12:17",26,"","13_5","control"
"275",1,"13","5","control","orange",10,"orange","10","stingless",1,"companion",0,1,"2025-02-26","12:17",26,"","13_5","control"
"276",1,"13","5","control","orange",10,"orange","10","honeybee",1,"companion",0,1,"2025-02-26","12:17",26,"","13_5","control"
"277",6,"10","3","Similar","orange",10,"yellow","40","stingless",8,"target",2,0.25,"2025-02-26","12:17",26,"","10_3","high"
"278",6,"10","3","Similar","orange",10,"yellow","40","honeybee",8,"target",0,0.25,"2025-02-26","12:17",26,"","10_3","high"
"279",6,"10","3","Similar","orange",10,"yellow","40","stingless",8,"companion",6,0.25,"2025-02-26","12:17",26,"","10_3","high"
"280",6,"10","3","Similar","orange",10,"yellow","40","honeybee",8,"companion",0,0.25,"2025-02-26","12:17",26,"","10_3","high"
"281",5,"10","3","Similar","orange",10,"yellow","40","stingless",5,"target",1,0.2,"2025-02-26","12:17",26,"","10_3","high"
"282",5,"10","3","Similar","orange",10,"yellow","40","honeybee",5,"target",0,0.2,"2025-02-26","12:17",26,"","10_3","high"
"283",5,"10","3","Similar","orange",10,"yellow","40","stingless",5,"companion",4,0.2,"2025-02-26","12:17",26,"","10_3","high"
"284",5,"10","3","Similar","orange",10,"yellow","40","honeybee",5,"companion",1,0.2,"2025-02-26","12:17",26,"","10_3","high"
"285",4,"10","3","Similar","orange",10,"yellow","40","stingless",6,"target",3,0.5,"2025-02-26","12:17",26,"","10_3","high"
"286",4,"10","3","Similar","orange",10,"yellow","40","honeybee",6,"target",0,0.5,"2025-02-26","12:17",26,"","10_3","high"
"287",4,"10","3","Similar","orange",10,"yellow","40","stingless",6,"companion",3,0.5,"2025-02-26","12:17",26,"","10_3","high"
"288",4,"10","3","Similar","orange",10,"yellow","40","honeybee",6,"companion",0,0.5,"2025-02-26","12:17",26,"","10_3","high"
"289",3,"10","3","Similar","orange",10,"yellow","40","stingless",7,"target",4,0.571428571428571,"2025-02-26","12:17",26,"","10_3","high"
"290",3,"10","3","Similar","orange",10,"yellow","40","honeybee",7,"target",0,0.571428571428571,"2025-02-26","12:17",26,"","10_3","high"
"291",3,"10","3","Similar","orange",10,"yellow","40","stingless",7,"companion",3,0.571428571428571,"2025-02-26","12:17",26,"","10_3","high"
"292",3,"10","3","Similar","orange",10,"yellow","40","honeybee",7,"companion",0,0.571428571428571,"2025-02-26","12:17",26,"","10_3","high"
"293",2,"10","3","Similar","orange",10,"yellow","40","stingless",1,"target",0,0,"2025-02-26","12:17",26,"","10_3","high"
"294",2,"10","3","Similar","orange",10,"yellow","40","honeybee",1,"target",0,0,"2025-02-26","12:17",26,"","10_3","high"
"295",2,"10","3","Similar","orange",10,"yellow","40","stingless",1,"companion",1,0,"2025-02-26","12:17",26,"","10_3","high"
"296",2,"10","3","Similar","orange",10,"yellow","40","honeybee",1,"companion",0,0,"2025-02-26","12:17",26,"","10_3","high"
"297",1,"10","3","Similar","orange",10,"yellow","40","stingless",5,"target",2,0.4,"2025-02-26","12:17",26,"","10_3","high"
"298",1,"10","3","Similar","orange",10,"yellow","40","honeybee",5,"target",0,0.4,"2025-02-26","12:17",26,"","10_3","high"
"299",1,"10","3","Similar","orange",10,"yellow","40","stingless",5,"companion",3,0.4,"2025-02-26","12:17",26,"","10_3","high"
"300",1,"10","3","Similar","orange",10,"yellow","40","honeybee",5,"companion",0,0.4,"2025-02-26","12:17",26,"","10_3","high"
"301",12,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"target",1,0.5,"2025-02-26","09:56",24,"","13_2","low"
"302",12,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",2,"target",0,0.5,"2025-02-26","09:56",24,"","13_2","low"
"303",12,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"companion",1,0.5,"2025-02-26","09:56",24,"","13_2","low"
"304",12,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",2,"companion",0,0.5,"2025-02-26","09:56",24,"","13_2","low"
"305",11,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",4,"target",2,0.5,"2025-02-26","09:56",24,"","13_2","low"
"306",11,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",4,"target",0,0.5,"2025-02-26","09:56",24,"","13_2","low"
"307",11,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",4,"companion",2,0.5,"2025-02-26","09:56",24,"","13_2","low"
"308",11,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",4,"companion",0,0.5,"2025-02-26","09:56",24,"","13_2","low"
"309",10,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"target",0,0,"2025-02-26","09:56",24,"","13_2","low"
"310",10,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",2,"target",0,0,"2025-02-26","09:56",24,"","13_2","low"
"311",10,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"companion",2,0,"2025-02-26","09:56",24,"","13_2","low"
"312",10,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",2,"companion",1,0,"2025-02-26","09:56",24,"","13_2","low"
"313",9,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",1,"target",1,1,"2025-02-26","09:56",24,"","13_2","low"
"314",9,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",1,"target",0,1,"2025-02-26","09:56",24,"","13_2","low"
"315",9,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",1,"companion",0,1,"2025-02-26","09:56",24,"","13_2","low"
"316",9,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",1,"companion",0,1,"2025-02-26","09:56",24,"","13_2","low"
"317",8,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",3,"target",2,0.666666666666667,"2025-02-26","09:56",24,"","13_2","low"
"318",8,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",3,"target",0,0.666666666666667,"2025-02-26","09:56",24,"","13_2","low"
"319",8,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",3,"companion",1,0.666666666666667,"2025-02-26","09:56",24,"","13_2","low"
"320",8,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",3,"companion",0,0.666666666666667,"2025-02-26","09:56",24,"","13_2","low"
"321",7,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"target",1,0.5,"2025-02-26","09:56",24,"","13_2","low"
"322",7,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",2,"target",0,0.5,"2025-02-26","09:56",24,"","13_2","low"
"323",7,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"companion",1,0.5,"2025-02-26","09:56",24,"","13_2","low"
"324",7,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",2,"companion",0,0.5,"2025-02-26","09:56",24,"","13_2","low"
"325",6,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"target",0,0,"2025-02-26","09:56",24,"","13_2","low"
"326",6,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",2,"target",0,0,"2025-02-26","09:56",24,"","13_2","low"
"327",6,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"companion",2,0,"2025-02-26","09:56",24,"","13_2","low"
"328",6,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",2,"companion",0,0,"2025-02-26","09:56",24,"","13_2","low"
"329",5,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"target",1,0.5,"2025-02-26","09:56",24,"","13_2","low"
"330",5,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",2,"target",0,0.5,"2025-02-26","09:56",24,"","13_2","low"
"331",5,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"companion",1,0.5,"2025-02-26","09:56",24,"","13_2","low"
"332",5,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",2,"companion",0,0.5,"2025-02-26","09:56",24,"","13_2","low"
"333",4,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"target",1,0.5,"2025-02-26","09:56",24,"","13_2","low"
"334",4,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",2,"target",0,0.5,"2025-02-26","09:56",24,"","13_2","low"
"335",4,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"companion",1,0.5,"2025-02-26","09:56",24,"","13_2","low"
"336",4,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",2,"companion",0,0.5,"2025-02-26","09:56",24,"","13_2","low"
"337",3,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",0,"target",0,NA,"2025-02-26","09:56",26,"","13_2","low"
"338",3,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",0,"target",0,NA,"2025-02-26","09:56",26,"","13_2","low"
"339",3,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",0,"companion",0,NA,"2025-02-26","09:56",26,"","13_2","low"
"340",3,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",0,"companion",0,NA,"2025-02-26","09:56",26,"","13_2","low"
"341",2,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"target",1,0.5,"2025-02-26","09:56",24,"","13_2","low"
"342",2,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",2,"target",0,0.5,"2025-02-26","09:56",24,"","13_2","low"
"343",2,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",2,"companion",1,0.5,"2025-02-26","09:56",24,"","13_2","low"
"344",2,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",2,"companion",0,0.5,"2025-02-26","09:56",24,"","13_2","low"
"345",1,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",0,"target",0,NA,"2025-02-26","09:56",24,"","13_2","low"
"346",1,"13","2","Dissimilar","orange",10,"light_blue","20","honeybee",0,"target",0,NA,"2025-02-26","09:56",24,"","13_2","low"
"347",1,"13","2","Dissimilar","orange",10,"light_blue","20","stingless",0,"companion",0,NA,"2025-02-26","09:56",24,"","13_2","low"
